collection,imports
projects/mapbiomas-workspace/AMOSTRAS/MataAtlantica_v21_85a17,4
projects/mapbiomas-workspace/COLECAO4/mapbiomas_collection40_integration_v4_2,4
projects/nexgenmap/MapBiomas2/PLANET/mosaics,2
users/evelezmartin/GT_Desmat_Pampa,2
projects/servir-mekong/Sentinel1,5
users/eyou/DMSP_CORR,3
LANDSAT/LC8_L1T_8DAY_BAI,29
UCSB-CHG/CHIRP/DAILY,1
projects/mapbiomas-raisg/MOSAICOS/workspace-c1,11
projects/mapbiomas-raisg/public/collection1/mapbiomas_raisg_panamazonia_collection1_integration_v1,2
users/farhatlokmen/actualTur,1
LANDSAT/LC8/CO1/T1,18
IDAHD_EPSCOR/TERRACLIMATE,1
LANDSAT/LC08/CO1/T1,1
MOD09GA_006_NDVI,4
LANDSAT/LT04/C01/T1_8DAY_NDWI,4
users/fbaart/osu/u_tpxo9_atlas_30,1
projects/sea-level-rise-11202746-010/assets/gebco/gebco-2021-sub-ice,1
projects/dgds-gee/glossis/currents,3
NASA/GRACE/MASS_GRIDS/OCEAN,7
users/fbaart/nasa/ssh_grid_v1812,1
users/fbaart/metoffice/density_en4,1
users/fbaart/osu/h_tpxo9_atlas_30,2
LANDSAT/LC08/C01/T1_SR/LC08_010064_20190926,1
LANDSAT/LE05/C01/T1_SR,3
users/felipelenti/AuxBands_Terrain,5
projects/mapbiomas-workspace/COLECAO3/classificacao-dev,4
projects/mapbiomas-workspace/AMOSTRAS/Mata_Atlantica,2
projects/mapbiomas-workspace/AMOSTRAS/Cerrado_v3_85a17,1
projects/mapbiomas-workspace/AMOSTRAS/Mata_Atlantica_class1,1
projects/mapbiomas-workspace/COLECAO2_1/classificacao,1
projects/mapbiomas-workspace/COLECAO5/mapbiomas-collection50-integration-v3,3
projects/mapbiomas-workspace/DESMATAMENTO/mapbiomas-desmatamento-ftd,1
LANDSAT/LC08/C01/T1_32DAY_RAW,4
projects/ee-algalbloom-gee4geo/assets/NDCI_col,1
projects/ee-algalbloom-gee4geo/assets/NDCI_daily,25
users/michaelwangye/Amsterdam/AmsterdamSummer,4
users/michaelwangye/Amsterdam/AmsterdamWinter,4
users/michaelwangye/Zuerich/ZuerichSummer,7
users/fengchsu/vbd_grids/phl_all_type,3
users/fengchsu/phl_reprocessed/phl_all_type,1
users/FengTian/landcoverCORINE,1
users/files/PS_Dandaragan_ALL,2
users/files/RIP/RIP_PS_2019-20,5
users/qrongshen/2020_wheat_China/version_S2_SR_early/henan_result,10
users/xianda19/classification_result/2021/Jiangsu/wheat_20210309_w5000_addversionsamples,1
users/qrongshen/2020_wheat_China/version_2020_05/henan_result,13
users/qrongshen/2020_wheat_China/henan_result_2,32
users/qrongshen/2020_wheat_China/jiangsu_result_2,17
users/qrongshen/2020_wheat_China/hebei_result_2,17
users/qrongshen/2020_wheat_China/shandong_result_2,17
users/qrongshen/2020_wheat_China/shangxi_result,18
users/qrongshen/2020_wheat_China/sx_result,18
users/qrongshen/2020_wheat_China/hubei_result,18
users/qrongshen/2020_wheat_China/anhui_result,18
users/xianda19/classification_result/2021/Hubei/wheat_20210224_samples_all_20210224,1
users/xianda19/classification_result/2021/Shanxi/wheat_20210224_samples_all_20210224,1
users/qrongshen/2020_wheat_China/hebei_result,8
users/qrongshen/2020_wheat_China/shandong_result,10
users/qrongshen/2020_wheat_China/jiangsu_result,8
users/fjordancolzani/MSS_ANALYSIS,1
users/fjordancolzani/TM_ANALYSIS,1
users/fjordancolzani/MSS,5
users/fjordancolzani/TM,5
users/fjordancolzani/MSS_VIEW,10
users/fjordancolzani/TM_OLI_TIRS_VIEW,13
users/fjordancolzani/mapucheTOA,2
users/fjordancolzani/classificationResults,2
LANDSAT/LC08/C01/T1_,1
users/younesnicolas/heron_images,73
users/florencesefton/JettyTransect,10
users/florencesefton/WestTransect,13
users/florencesefton/ReferencedMosaic,2
users/florencesefton/Grrr,3
users/florencesefton/Missing-photos,2
users/florencesefton/Referenced-RGB-Images,5
users/florencesefton/CrestTransect,1
users/florencesefton/MosaicForREFVal,6
NASA/ORNL/biomass_carbon_densiity/v1,1
projects/eie-cool-roofs/assets/planet_analytic_sr_dakar_roi,1
projects/eie-cool-roofs/assets/planet_analytic_sr_udm2_dakar_roi,1
GOOGLE/GEO/ALL/SATELLITE/GEOEYE1/ORTHO/RGB,3
projects/sunroof/api/all,4
projects/sunroof/api/ingest_staging,1
users/franklinlmc/PASTOS,2
users/frederickirchhoff/MapBiomasAGUA/sediments,1
users/frederickirchhoff/MapBiomasAGUA/areas_col,3
users/frederickirchhoff/MapBiomasAGUA/areas_freq,1
users/frederickirchhoff/MapBiomasAGUA/iteration_3,1
users/frederickirchhoff/MapBiomasAGUA/brp_swsc2,6
users/wwfrioparaguai/bap_swsc_1990_2018,3
users/frederickirchhoff/MapBiomasAGUA/brp_swsc2_iteration2_1,2
projects/imazon-simex/mpf/project_s2/process_images,44
users/antoniovicgf/Mapbiomas/mapas_referencia/prodes,21
users/frederickirchhoff/gswm,2
users/heronbelem/amazonia_protege,2
projects/nexgenmap/MapBiomas2/PLANET/tiles,7
projects/nexgenmap/MapBiomas2/PLANET/tiles-2,3
projects/imazon-simex/mpf/detections,5
projects/imazon-simex/mpf/images_before,5
projects/imazon-simex/mpf/images_after,5
projects/nexgenmap/CLASSIFICATION/production-1-test,4
projects/nexgenmap/MOSAIC/beta,9
users/frederickirchhoff/mpf/detections,1
users/frederickirchhoff/mpf/images_before,1
users/frederickirchhoff/mpf/images_after,1
users/sad_multisensor/SAD-MASK,43
projects/nexgenmap/AGRICULTURE/MOSAIC/alfa,2
projects/imazon-simex/SAD/SAD_DeepLearning/chip_img_before,3
projects/imazon-simex/SAD/SAD_DeepLearning/imgs_0_col,2
users/sad_multisensor/SAD_mosaics,10
users/sad1/SAD_mosaics,10
users/imazon/SAD_mosaics,10
users/sad3/SAD_mosaics,10
users/sad4/SAD_mosaics,10
projects/imazon-simex/SAD/SAD_mosaics,8
users/sad4/NDFI_alertas_imgs_S2,17
users/imazon/NDFI_alertas_imgs_S2,17
users/sad1/NDFI_alertas_imgs_S2,17
users/sad3/NDFI_alertas_imgs_S2,17
users/sad_multisensor/NONFOREST-MASK,26
users/sad_multisensor/NDFI_alertas_imgs_S2,15
users/sad_multisensor/NDFI_alertas_imgs_L8,15
users/sad4/NDFI_alertas_imgs_L8,15
users/sad3/NDFI_alertas_imgs_L8,15
users/imazon/NDFI_alertas_imgs_L8,15
users/sad1/NDFI_alertas_imgs_L8,15
users/joaovsiqueira1/SAD-L8,2
users/sad1/NDFI_t0_imgs_S2,2
users/luis/NDFI_t0_imgs_S2,2
users/heronbelem/NDFI_t0_imgs_S2,2
users/testes/NDFI_t0_imgs_S2,2
users/juliagfr/NDFI_t0_imgs_S2,2
users/rodneysalomao/NDFI_t0_imgs_S2,2
users/justinomarcelo/NDFI_t0_imgs_S2,2
users/antoniovicgf/NDFI_t0_imgs_S2,2
users/frederickirchhoff/NDFI_t0_imgs_S2,3
users/imazonfred/NDFI_t0_imgs_S2,3
users/sad_multisensor/NDFI_t0_imgs_S2,4
users/imazon/NDFI_t0_imgs_S2,3
users/sad3/NDFI_t0_imgs_S2,3
users/sad4/NDFI_t0_imgs_S2,1
users/sad_multisensor/SAD,12
users/sad_multisensor/SAD-RADAR,13
sad4/NDFI_t0_imgs_S2,1
sad1/NDFI_t0_imgs_S2,1
luis/NDFI_t0_imgs_S2,1
heronbelem/NDFI_t0_imgs_S2,1
daltoncardoso/NDFI_t0_imgs_S2,1
juliagfr/NDFI_t0_imgs_S2,1
rodneysalomao/NDFI_t0_imgs_S2,1
marcelojustino/NDFI_t0_imgs_S2,1
antoniovicgf/NDFI_t0_imgs_S2,1
frederickirchhoff/NDFI_t0_imgs_S2,1
imazonfred/NDFI_t0_imgs_S2,1
sad_multisensor/NDFI_t0_imgs_S2,1
imazon/NDFI_t0_imgs_S2,1
sad3/NDFI_t0_imgs_S2,1
users/sad_multisensor/NDFI_alertas_imgs,2
users/sad4/NDFI_t0_imgs_L8,1
users/sad1/NDFI_t0_imgs_L8,1
users/luis/NDFI_t0_imgs_L8,1
users/frederickirchhoff/NDFI_t0_imgs_L8,1
users/imazonfred/NDFI_t0_imgs_L8,1
users/sad3/NDFI_t0_imgs_L8,1
users/imazon/NDFI_t0_imgs_L8,1
projects/mapbiomas-workspace/COLECAO3_1/integracao-dev-temp,1
users/sad_multisensor/NDFI_alerts_imgs_S2,1
users/sad_multisensor/NDFI_alerts_imgs_L8,1
users/sad_multisensor/SADmask/mask_img_col,2
users/joaovsiqueira1/WATER-ANALYSIS,21
projects/mapbiomas-workspace/COLECAO2_3/integracao,8
projects/mapbiomas-raisg/COLECCION1/clasificacion-ft,1
users/imazonfred/NDFI_alertas_imgs_S2,2
users/oliveiraluisaugusto/NDFI_alertas_imgs_S2,2
users/imazonfred/NDFI_alertas_imgs_L8,2
users/frederickirchhoff/NDFI_alertas_imgs_L8,2
users/wwfrioparaguai/bap_final,9
projects/mapbiomas-workspace/COLECAO3_1/classificacao-ft-dev,1
users/imazonfred/MapBiomasAGUA/swsc_f,6
users/imazonfred/s1_alerts,3
users/frederickirchhoff/globland30,6
projects/mapbiomas-workspace/COLECAO3/integracao-dev,4
users/imazonfred/MapBiomasAGUA/swsc_amazonia_1985_2018,1
users/wwfrioparaguai/MapBiomasAGUA/ndpi_f,1
users/g_oton/FireCCILT11,1
MODIS/MYD09GA_006_NDSI,8
projects/et-brasil/assets/grace/mascon/monthly,15
projects/et-brasil/assets/BESS/monthly,1
projects/et-brasil/assets/GLDAS_ET/monthly,2
projects/et-brasil/assets/GLEAM/monthly,3
projects/et-brasil/assets/MOD16/monthly,2
projects/et-brasil/assets/modisSSEBOP/monthly,3
projects/et-brasil/assets/modisSSEBOP/v5/monthly,5
projects/et-brasil/assets/GLEAM/v35b/monthly,4
users/gagnonm476/00001,3
users/volante/SPIPA/PCA_WorldClim,29
users/intaspipa/Landsat_Modis_fusion_2020,22
users/volante/SPIPA/AFOLU_FUSION_60m/Landsat_Modis_fusion2015,22
users/cristinawin40/SPIPA/Landsat_Modis_fusion2000,22
users/AlejandroPezzola/SPIPA/AFOLU_FUSION_60m/Landsat_Modis_fusion2010,22
users/fabiananavar/Landsat_Modis_Fusion2005,22
users/gaitanjuanjose/SPIPA/AFOLU2000_50m,19
users/gaitanjuanjose/SPIPA/AFOLU2005_50m,19
users/gaitanjuanjose/SPIPA/AFOLU2010_50m,19
users/gaitanjuanjose/SPIPA/AFOLU2020_50m,19
users/deabelle/MNC_verano2020_V1/RF_V1GREM,1
users/volante/SPIPA/MAPAS_AFOLU/AFOLU_2000-10,4
users/gaitanjuanjose/SPIPA/AFOLU_2010_2020_V2,4
users/volante/SPIPA/MAPAS_AFOLU/AFOLU_2000-10_v3,4
users/volante/SPIPA/Landsat_Modis_fusion2015,5
users/volante/SPIPA/Mod13q1_IV_2015_SinFiltro,9
users/gaitanjuanjose/Mod13q1_NDVI_EVI_2010_con_filtro,2
users/gaitanjuanjose/Mod13q1_NDVI_EVI_2010_sin_filtro,2
users/volante/SPIPA/Mod13q1_indices,3
users/volante/SPIPA/NO_SUP_100cls_2015,1
users/volante/SPIPA/Mod_LS_fusion60m_2015,1
"ee.ImageCollection(""LANDSAT/LC08/C01/T1_RT",4
VITO/PROBAV/S1_TOC_100M,6
users/allingtonlab/Mongolia_BS_PV_NPV,1
L5_L1T_TOA,9
L7_L1T_TOA,8
users/rfernand387/NA_NALCMS_2015_tiles,163
users/ganghong/FAPAR_Bel,1
users/ganghong/FCOVER_Bel,1
users/ganghong/LAI_Bel,4
users/ganghong/FAPAR_CCRS,1
users/ganghong/LAI_CCRS,12
users/ganghong/FCOVER_CCRS,1
users/ganghong/FAPAR,3
users/ganghong/FCOVER,2
users/ganghong/LAI,2
users/ganghong/FAPAR_Belmanip,2
users/ganghong/FCOVER_Belmanip,2
users/ganghong/LAI_Belmanip,2
users/cursogeei506/DEM_30mts_IGN/DEM_IGN,15
users/cursogeei506/TWI_30mts/TWI_30mts_Argentina,15
users/cursogeei506/TPI_Provincias/TPI_Argentina,15
users/dhyeybhatpuria/SA_aET,4
LANDSAT/LC08/C01/T1_32DAY_NBRT,5
projects/lcms-tcc-shared/assets/CS-TDOM-Stats/cloudScore,19
projects/lcms-tcc-shared/assets/CS-TDOM-Stats/TDOM,18
projects/ci_geospatial_assets/NCS_Pathways/Landcover_Vulnerability_2050/LandCoverVulnerability2050,1
projects/ci_geospatial_assets/NCS_Pathways/Land_Cover_2050/LandCover2050,2
LANDSAT/LT05/C02/T1_TOA,3
users/geogismx/LYESR,3
users/geogismx/AYESR,3
users/geogismx/TPAYAS,4
users/geogismx/TPLYAS,4
users/geogismx/TP_Tmin,1
users/geogismx/TP_Tmax,1
users/geogismx/Meanair_LLTO,2
projects/mapbiomas-workspace/TRANSVERSAIS/FOGO5-FT,3
users/geomapeamentoipam/pampaMask,1
projects/ee-wallacesilva/assets/ALL-FOCUS-OF-INPE-SULAMERICA,32
users/geomapeamentoipam/Colecao_fogo_sentinel_mensal_v2,9
projects/workspace-ipam/assets/BUFFER-DOUBLE-MONTHLY-FOCUS-OF-INPE-SULAMERICA,16
users/geomapeamentoipam/Colecao_fogo_sentinel_v1,16
users/geomapeamentoipam/Colecao_fogo_sentinel_v2,16
users/geomapeamentoipam/Colecao_fogo_sentinel_mensal_v1,39
COPERNICUS/S5P/OFFL/L3_NO,1
ECMWF/ERA5_LAND/DAILY,1
UMD/hansen/global_forest_change_2019_v1_7,2
COPERNICUS/S1,15
projects/ee-gisersong/assets/HainanGLCM,2
users/gismlai/0628_75ft_RGBNIR,1
ESA/GLOBCOVER_L4_200901_200912_V2_3,4
LE7_TOA_1YEAR,4
LE7_TOA_3YEAR,5
LE7_TOA_5YEAR,5
users/giswqs/ND-LiDAR/LiDAR,1
users/giswqs/ND-LiDAR/Sink,1
projects/mapbiomas-raisg/public/collection1/mapbiomas_raisg_panamazonia_collection1_transitions_v1,1
projects/mapbiomas-raisg/MOSAICOS/andes-c1,1
users/gmcgurk57/EEFLUXv1_2_1_ET,5
users/gmcgurk57/EEFLUXv1_2_3_ETa,5
users/GMiller/Sent_2018,9
users/GMiller/Planet_Eden,2
users/gmm402/daklak_atm/S2_boa_ealheo_b,15
users/gmm402/daklak_atm/L8_boa_ealheo_b,1
users/gmm402/daklak_atm/S2_boa_eahleo_2015_16,1
projects/ee-gmm402/assets/S2_boa_eahleo_2015_16,1
users/gmm402/daklak_atm/S2_boa_eahleo_2019_20,1
users/gogumallapranuthi/LAI2020-21,4
PREP/manojagarwal/AAFC/ACI,1
users/khetana/AAFC,1
users/AAFC/ACI,1
PREP/gestalt-ingest/s1_externaldems_sar3,10
ECMWF/ERA5/HOURLY,1
PREP/gestalt-ingest/ECMWF/ERA5_GLOBAL/HOURLY,1
HYCOM/GLBu0_08/sea_water_velocity,6
LANDSAT/LT05/C01/T1_ANNUAL_RAW,4
IDAHO_EPSCOR/MACAv2_METDATA,19
LANDSAT/GLS1975_MOSAIC,2
LANDSAT/LC08/C01/T1_ANNUAL_RAW,2
LANDSAT/LE07/C01/T1_32DAY_BAI,5
LANDSAT/LE07/C01/T1_32DAY_RAW,2
LANDSAT/LE07/C01/T1_32DAY_TOA,3
LANDSAT/LE07/C01/T1_8DAY_RAW,2
LANDSAT/LE07/C01/T1_ANNUAL_BAI,2
LANDSAT/LE07/C01/T1_ANNUAL_NBRT,2
LANDSAT/LE07/C01/T1_ANNUAL_NDSI,6
LANDSAT/LE07/C01/T1_ANNUAL_RAW,2
LANDSAT/LE07/C01/T1_ANNUAL_TOA,5
LANDSAT/LE7_TOA_3YEAR,16
LANDSAT/LE7_TOA_5YEAR,3
LANDSAT/LT04/C01/T1_32DAY_BAI,2
LANDSAT/LT04/C01/T1_32DAY_EVI,3
LANDSAT/LT04/C01/T1_32DAY_NBRT,2
LANDSAT/LT04/C01/T1_32DAY_NDSI,2
LANDSAT/LT04/C01/T1_32DAY_RAW,4
LANDSAT/LT04/C01/T1_32DAY_TOA,2
LANDSAT/LT04/C01/T1_8DAY_BAI,2
LANDSAT/LT04/C01/T1_8DAY_NBRT,3
LANDSAT/LT04/C01/T1_8DAY_RAW,4
LANDSAT/LT04/C01/T1_8DAY_TOA,2
LANDSAT/LT04/C01/T1_ANNUAL_BAI,2
LANDSAT/LT04/C01/T1_ANNUAL_EVI,5
LANDSAT/LT04/C01/T1_ANNUAL_GREENEST_TOA,5
LANDSAT/LT04/C01/T1_ANNUAL_NBRT,2
LANDSAT/LT04/C01/T1_ANNUAL_NDSI,2
LANDSAT/LT04/C01/T1_ANNUAL_NDVI,2
LANDSAT/LT04/C01/T1_ANNUAL_NDWI,2
LANDSAT/LT04/C01/T1_ANNUAL_RAW,4
LANDSAT/LT04/C01/T1_ANNUAL_TOA,2
LANDSAT/LT05/C01/T1_32DAY_BAI,3
LANDSAT/LT05/C01/T1_32DAY_NDSI,2
LANDSAT/LT05/C01/T1_32DAY_RAW,5
LANDSAT/LT05/C01/T1_32DAY_TOA,2
LANDSAT/LT05/C01/T1_8DAY_RAW,8
LANDSAT/LT05/C01/T1_8DAY_TOA,2
LANDSAT/LT05/C01/T1_ANNUAL_BAI,2
LANDSAT/LT05/C01/T1_ANNUAL_NBRT,5
LANDSAT/LT05/C01/T1_ANNUAL_NDSI,8
LANDSAT/LT05/C01/T1_ANNUAL_TOA,13
MODIS/MYD09GA_006_BAI,2
MODIS/MYD09GA_006_EVI,3
NASA/GLDAS/V001/NOAH/G025/T3H,14
NASA/GLDAS/V020/NOAH/G025/T3H,20
NOAA/CDR/HEAT_FLUXES/V2,5
Oxford/MAP/TCB_5km_Monthly,5
Oxford/MAP/TCW_5km_Monthly,6
WRI/GFW/FORMA/raw_output_firms,10
WRI/GFW/FORMA/vegetation_tstats,8
projects/radar-wur/raddglad/00_s2alert/053W_12S_alert,1
projects/radar-wur/raddglad/00_s2alert/053W_12S_alertDate,1
projects/radar-wur/raddglad/00_s2alert/053W_12S_obsDate,1
projects/senalerts/xx_yaqing/africa_temporal_change,1
PlanetLab/PSScene4Band/analytic_sr,1
projects/earthimages4unil/Planet,1
users/gregorma/cwd/nevada2/prism/prcp,1
users/gregorma/cwd/nevada2/prism/tmax,1
users/gregorma/cwd/nevada2/prism/tmin,1
users/gregorma/cwd/nevada2/daylength,1
projects/servir-mekong/yearly_primitives_smoothed/tree_canopy_uncertainty,3
projects/servir-mekong/yearly_primitives_smoothed/tree_height_uncertainty,3
projects/servir-mekong/Kh_Primitives/Kh_StableForest,3
projects/cemis-camp/assets/landcover/semiEvergreen,3
projects/cemis-camp/assets/landcover/deciduous,3
projects/cemis-camp/assets/landcover/evergreen,3
projects/cemis-camp/assets/landcover/agg,3
projects/cemis-camp/assets/landcover/rice,3
projects/cemis-camp/assets/landcover/grassland,3
projects/cemis-camp/assets/landcover/woodshrub,3
projects/cemis-camp/assets/landcover/floodedForest_smoothed,3
projects/cemis-camp/assets/landcover/rubberSmoothedv1,3
projects/cemis-camp/assets/landcover/imperv_smoothed,3
projects/cemis-camp/assets/landcover/water_smoothed,3
projects/cemis-camp/assets/landcover/plantations_smoothed,3
users/gregorma/servir/nn-sample/nn-sample-or,1
users/gregorma/servir/cambodia-2021-08/neighbors,1
users/gregorma/servir/cambodia-2022-01/neighbors,3
users/gregorma/servir/nn-sample/nn-sample-mekong,1
projects/servir-mekong/yearly_primitives_smoothed/aquaculture,8
projects/servir-mekong/yearly_primitives_smoothed/barren,15
projects/servir-mekong/yearly_primitives_smoothed/deciduous,4
projects/servir-mekong/yearly_primitives_smoothed/evergreen,4
projects/servir-mekong/yearly_primitives_smoothed/floodedForest,4
projects/servir-mekong/yearly_primitives_smoothed/grass,15
projects/servir-mekong/yearly_primitives_smoothed/mangrove,15
projects/servir-mekong/yearly_primitives_smoothed/mixedForest,4
projects/servir-mekong/yearly_primitives_smoothed/plantations,6
projects/servir-mekong/yearly_primitives_smoothed/rice1,6
projects/servir-mekong/yearly_primitives_smoothed/shrub,4
projects/servir-mekong/yearly_primitives_smoothed/snow,15
projects/servir-mekong/yearly_primitives_smoothed/urban,19
projects/servir-mekong/yearly_primitives_smoothed/water,15
projects/servir-mekong/yearly_primitives_smoothed/wetlands,18
projects/servir-mekong/yearly_primitives_smoothed/tidal,4
users/gregoryoakes/HydroMal/Zambia/Topo,1
users/gregoryoakes/HydroMal/Zambia/AAWet,1
users/gregoryoakes/HydroMal/Zambia/AADry,1
users/ZanzibarTesting/Post_Processing/Post_Processed_Time_Series,14
users/gregoryoakes/Rwanda_TropWet/Rwanda_Permanence,1
users/gregoryoakes/HydroMal/Rwanda/AADry,1
users/gregoryoakes/HydroMal/Rwanda/AAWet,1
users/gregoryoakes/HydroMal/Rwanda/Fraction,1
users/gregoryoakes/HydroMal/Rwanda/Perm,1
users/gregoryoakes/HydroMal/Rwanda/Topo,1
users/gregoryoakes/Rwanda_Imagery,1
LANDSAT/LC08/T1_SR/LC08_119034_20190328,1
"""MODIS/006/MOD11A1""",1
COPERNICUS/S2_sr,1
fittedHarmonic,15
collection,1
LANDSAT/LT5_L1T_ANNUAL_RAW,6
users/gustavoonagel/Macrofitas,1
JRC/GSW1_3/GlobalSurfaceWater,1
MODIS/MOD09GA_BAI,9
users/gyzeternal/CT_LST,2
users/gyzeternal/RSEI_std/RSEI2020,3
users/gyzeternal/ndvi_wet_lst_ndbsi/col19_20,1
users/gyzeternal/element_4_St,1
users/zztyaar/RSEIstd1,2
users/zztyaar/RSEIstd2,2
users/zztyaar/RSEIstd3,2
users/zztyaar/RSEI2008,2
users/grancelandllp/RSEI/stdRSEI_09_11,2
users/grancelandllp/RSEI/stdRSEI12,2
users/gyzeternal/RSEI_std/RSEI2013_14,2
users/gyzeternal/RSEI_std/RSEI2015_2018,2
users/gyzeternal/RSEI_std/RSEI2019,2
projects/ee-hacen4570/assets/fuu,1
users/hadicu06/IIASA/RESTORE/covariates_images/ls_composite_2018_byRegion,5
users/hadicu06/IIASA/RESTORE/covariates_images/s1_10m_dry_composite_VH_2018_byRegion,1
users/hadicu06/IIASA/RESTORE/covariates_images/s1_10m_dry_composite_VV_2018_byRegion,1
users/hadicu06/IIASA/RESTORE/covariates_images/ls_composite_2010_byRegion,1
users/hadicu06/IIASA/RESTORE/covariates_images/s1_rainy_dry_composites_2018_byRegion,2
users/hadicu06/IIASA/RESTORE/covariates_images/s1_annual_composite_2018_byRegion,2
users/haidanyin/nbuSample,3
users/haidanyin/data,1
LANDSAT/LT4_L1T_8DAY_EVI,4
LANDSAT/LT5_L1T_ANNUAL_NDWI,34
LANDSAT/'+sensor+'/C01/T1_TOA,1
projects/sat-io/open-datasets/Harmonized_NTL/dmsp,1
projects/sat-io/open-datasets/Harmonized_NTL/viirs,1
users/hanolff/Mara,1
users/haozhima95/mapping_forest_functional_type/raster_converting,1
users/haozhima95/rootshootratio/forest_boot/forest_belowmass_boot,2
users/haozhima95/mapping_forest_functional_type/be_bootstrapColls,1
users/haozhima95/mapping_forest_functional_type/bd_bootstrapColls,1
users/haozhima95/mapping_forest_functional_type/ne_bootstrapColls,1
users/haozhima95/mapping_forest_functional_type/nd_bootstrapColls,1
users/haozhima95/mapping_forest_functional_type/raster_stem_converting,2
users/haozhima95/rootshootratio/grass_boot,1
users/haozhima95/forest_pheno/forest_leaf_habit_bootstrapColls,1
users/haozhima95/mapping_forest_functional_type/bootclass_colls,1
users/haozhima95/mapping_forest_functional_type/bootclass_dbh_colls,1
users/haozhima95/mapping_forest_functional_type/bootclass_stem_colls,1
users/haozhima95/rootshootratio/shrub_boot,1
users/bqChen/Projects/00HNFNFDyn/Images/Yr2GSAvg,27
users/bqChen/Projects/00HNFNFDyn/Images/Yr2GSVIs2,13
users/harlanavramal/LS2CF,1
users/bqChen/Projects/00HNFNFDyn/Images/Yr2GSMax,8
users/bqChen/Projects/00HNFNFDyn/Images/Yr1GSAvg,3
users/harrisonluft/CZU_sar,2
users/harrisonluft/CreekFire,1
NOAA/GOES/16/MCMIPC,4
projects/servir-amazonia/compil_imagery/radar/sentinel1/Brazil/gamma-images,4
projects/servir-amazonia/compil_imagery/radar/sentinel1/CostaRica/rtc-gamma,4
users/xxc/gurban_fusion1985_2015,12
users/sysugis985xxc/gurban_fusion1985_2015,12
users/liuph/gurban_fusion1985_2015,12
users/zhangyuanying30/gurban_fusion1985_2015,12
users/yinghuaisysu/gurban_fusion1985_2015,12
users/huguohua/gurban_fusion1985_2015,12
users/shellyhu7780/gurban_fusion1985_2015,12
LANDSAT/LE08/C01/T1_8DAY_NDVI,1
UMD/hansen/global_forest_change_2015,1
users/hemiaodai124/Class2018C,1
users/hemitshah/L2avalidation,1
users/rfernand387/L2avalidation,2
users/hemitshah/alr_outputs,1
users/henryjupe/test,1
LANDSAT/LE7_L1T_8DAY_RAW,1
LANDSAT/LC8_L1T_ANNUAL_RAW,2
LANDSAT/LE7_L1T_32DAY_BAI,2
LANDSAT/LE7_L1T_32DAY_NDSI,2
LANDSAT/LE7_L1T_8DAY_BAI,2
LANDSAT/LE7_L1T_8DAY_NBRT,1
LANDSAT/LE7_L1T_ANNUAL_BAI,1
LANDSAT/LE7_L1T_ANNUAL_NBRT,1
LANDSAT/LE7_L1T_ANNUAL_RAW,1
LANDSAT/LM1,6
LANDSAT/LM2,1
LANDSAT/LM3,2
LANDSAT/LM4,2
LANDSAT/LM5,1
LANDSAT/LT4,3
LANDSAT/LT4_L1T_32DAY_BAI,1
LANDSAT/LT4_L1T_32DAY_EVI,3
LANDSAT/LT4_L1T_32DAY_NBRT,1
LANDSAT/LT4_L1T_32DAY_NDSI,1
LANDSAT/LT4_L1T_32DAY_NDWI,1
LANDSAT/LT4_L1T_32DAY_RAW,1
LANDSAT/LT4_L1T_32DAY_TOA,1
LANDSAT/LT4_L1T_8DAY_BAI,1
LANDSAT/LT4_L1T_8DAY_NBRT,1
LANDSAT/LT4_L1T_8DAY_NDSI,1
LANDSAT/LT4_L1T_8DAY_NDWI,1
LANDSAT/LT4_L1T_8DAY_RAW,1
LANDSAT/LT4_L1T_8DAY_TOA,1
LANDSAT/LT4_L1T_ANNUAL_BAI,1
LANDSAT/LT4_L1T_ANNUAL_EVI,1
LANDSAT/LT4_L1T_ANNUAL_GREENEST_TOA,6
LANDSAT/LT4_L1T_ANNUAL_NDSI,4
LANDSAT/LT4_L1T_ANNUAL_NDWI,7
LANDSAT/LT4_L1T_ANNUAL_RAW,1
LANDSAT/LT4_L1T_ANNUAL_TOA,1
LANDSAT/LT5_L1T_32DAY_BAI,2
LANDSAT/LT5_L1T_32DAY_EVI,6
LANDSAT/LT5_L1T_32DAY_NDSI,1
LANDSAT/LT5_L1T_32DAY_NDWI,12
LANDSAT/LT5_L1T_32DAY_TOA,2
LANDSAT/LT5_L1T_8DAY_BAI,2
LANDSAT/LT5_L1T_8DAY_NBRT,4
LANDSAT/LT5_L1T_8DAY_RAW,2
LANDSAT/LT5_L1T_ANNUAL_EVI,39
LANDSAT/LT5_L1T_ANNUAL_NBRT,1
LANDSAT/LT5_L1T_ANNUAL_NDSI,4
LANDSAT/LT5_L1T_ANNUAL_TOA,2
LANDSAT/LM4_L1T,5
LANDSAT/LT4_L1T_ANNUAL_NBRT,1
MODIS/MYD09GA_BAI,3
MODIS/MYD09GA_EVI,9
VITO/PROBAV/S1_TOC_333M,3
WHBU/NBAR_1YEAR,4
WHBU/NBAR_2YEAR,3
ndvi,2
users/heyuan9874/test,4
users/yingjieli/glc30,3
projects/rangeland-analysis-platform/npp-partitioned-v2,8
projects/rangeland-analysis-platform/gridmet-MAT,11
users/hitoshi11/Clasificacionesfouryears,1
users/hkrnhn/S2YearComposite/evi2Max,1
